zip,lead_exposure_probability,lead_risk_label,maintenance_debt_usd,compliance_risk_score,compliance_risk_label,energy_burden_pct,energy_burden_label,flood_annual_cost_usd
89431,58,High,2925,48,High,2.39,Low,27.86
89432,,,,48,High,,,
89433,33,Moderate,,0,Low,2.07,Low,0.13
89434,34,Moderate,975,48,High,1.69,Low,0.24
89435,,,,48,High,,,
89436,17,Low,,48,High,1.41,Low,
89438,8,Low,,63,High,,,
89439,23,Moderate,,14,Low,1.57,Low,2.34
89440,68,High,28900,16,Low,1.41,Low,
89441,18,Low,,48,High,1.25,Low,0.01
89442,45,Moderate,,,,2.1,Low,1
89444,32,Moderate,,36,Moderate,2.92,Low,0.05
89445,34,Moderate,1950,58,High,1.91,Low,0.27
89446,,,,58,High,,,
89447,40,Moderate,21070,68,High,2.93,Low,0.96
89448,53,High,3250,89,Critical,1.13,Low,0.34
89449,50,High,19750,38,Moderate,2.02,Low,0.09
89450,38,Moderate,325,58,High,,,1.48
89451,40,Moderate,19750,58,High,0.95,Low,0.09
89452,,,,58,High,,,
89460,33,Moderate,1300,55,High,1.68,Low,9.79
89496,,,,38,Moderate,,,
89501,42,Moderate,20470,48,High,4.67,Moderate,1.92
89502,50,High,19750,48,High,2.45,Low,10.64
89503,41,Moderate,31764,48,High,2.3,Low,1.36
89504,,,,48,High,,,
89505,,,,48,High,,,
89506,23,Moderate,11750,48,High,1.78,Low,0.66
89507,,,,48,High,,,
89508,14,Low,,48,High,1.71,Low,0.14
89509,50,High,20278,48,High,1.88,Low,0.83
89510,26,Moderate,,48,High,1.53,Low,
89511,23,Moderate,,48,High,1.31,Low,0.83
89512,39,Moderate,,48,High,3.4,Moderate,0.03
89513,,,,48,High,,,
89515,,,,48,High,,,
89519,24,Moderate,,48,High,0.99,Low,1.54
89520,,,,48,High,,,
89521,11,Low,,48,High,1.23,Low,0.57
89523,12,Low,,48,High,1.58,Low,0.32
89533,,,,48,High,,,
89555,,,,48,High,,,
89557,8,Low,,48,High,,,
89570,,,,48,High,,,
89595,,,,48,High,,,
89599,,,,48,High,,,
89701,45,Moderate,,35,Moderate,2.16,Low,0.87
89702,,,,35,Moderate,,,
89703,46,High,19750,35,Moderate,1.87,Low,0.76
89704,45,Moderate,,,,1.39,Low,0.64
89705,32,Moderate,,35,Moderate,1.97,Low,
89706,44,Moderate,,35,Moderate,2.42,Low,0.04
89711,,,,35,Moderate,,,
89712,,,,35,Moderate,,,
89713,,,,35,Moderate,,,
89714,,,,35,Moderate,,,
89721,,,,35,Moderate,,,
89801,36,Moderate,975,55,High,1.84,Low,0.3
89802,,,,55,High,,,
89803,,,,55,High,,,
89815,14,Low,,22,Moderate,1.48,Low,
89820,34,Moderate,1625,86,Critical,1.8,Low,
89821,44,Moderate,975,,,1.66,Low,
89822,48,High,,6,Low,2.49,Low,
89823,45,Moderate,650,,,1.92,Low,
89824,,,,55,High,,,
89825,46,High,325,41,Moderate,2.42,Low,
89826,47,High,19750,30,Moderate,,,
89828,25,Moderate,,21,Moderate,,,0.13
89830,14,Low,11750,25,Moderate,,,1.44
89831,27,Moderate,,20,Moderate,,,1.23
89832,46,High,,,,2.85,Low,
89833,51,High,25450,,,,,
89834,55,High,19750,,,,,
89835,46,High,,25,Moderate,2.38,Low,
89883,23,Moderate,,18,Low,3.25,Moderate,
90001,66,High,29650,48,High,6,High,
90002,65,High,28900,48,High,6.49,High,
90003,64,High,28000,48,High,6.65,High,
90004,64,High,27400,48,High,5.82,Moderate,0.65
90005,62,High,24454,48,High,6.91,High,0.04
90006,64,High,28150,48,High,7.31,High,0.05
90007,63,High,24454,48,High,10.11,Severe,
90008,65,High,30040,48,High,5.9,Moderate,0.03
90009,,,,48,High,,,
90010,36,Moderate,,48,High,3.61,Moderate,0.21
90011,64,High,40350,48,High,6.78,High,
90012,36,Moderate,975,48,High,5.39,Moderate,
90013,64,High,28600,48,High,11.1,Severe,
90014,64,High,29200,48,High,10.78,Severe,0.19
90015,33,Moderate,,48,High,5.77,Moderate,0.06
90016,67,High,41700,48,High,5.13,Moderate,0.08
90017,47,High,650,48,High,7.1,High,0.02
90018,68,High,30250,48,High,5.72,Moderate,0.09
90019,68,High,30100,48,High,5.1,Moderate,0.08
90020,59,High,3590,48,High,6.53,High,0.07
90021,68,High,31150,48,High,11.3,Severe,
90022,67,High,41550,48,High,5.37,Moderate,
90023,67,High,29950,48,High,6.44,High,
90024,58,High,31812,48,High,4.56,Moderate,0.18
90025,57,High,31764,48,High,3.48,Moderate,0.02
90026,66,High,29050,48,High,4.25,Moderate,0.02
90027,65,High,29140,48,High,4.03,Moderate,0.13
90028,52,High,25798,48,High,6.14,High,0.07
90029,66,High,28300,48,High,6,High,0.07
90030,,,,48,High,,,
90031,66,High,29050,48,High,5.87,Moderate,0.01
90032,66,High,29350,48,High,4.47,Moderate,0.01
90033,64,High,28600,48,High,6.51,High,0.09
90034,60,High,3590,48,High,3.54,Moderate,0.07
90035,63,High,27550,48,High,3.37,Moderate,0.72
90036,64,High,29890,48,High,3.54,Moderate,0.28
90037,65,High,28900,48,High,6.46,High,
90038,61,High,25426,48,High,5.92,Moderate,
90039,66,High,41100,48,High,3.45,Moderate,0.44
90040,63,High,28000,48,High,5.14,Moderate,0.04
90041,66,High,29500,48,High,3.26,Moderate,0.22
90042,66,High,28450,48,High,3.86,Moderate,
90043,69,High,30850,48,High,5.56,Moderate,0.01
90044,65,High,28300,48,High,7.09,High,0.04
90045,59,High,27850,48,High,2.75,Low,0.01
90046,61,High,25798,48,High,3.87,Moderate,1.17
90047,69,High,31300,48,High,5.19,Moderate,0.04
90048,63,High,23950,48,High,3.5,Moderate,0.88
90049,59,High,24850,48,High,2.15,Low,5.42
90050,,,,48,High,,,
90051,,,,48,High,,,
90052,,,,48,High,,,
90053,,,,48,High,,,
90054,,,,48,High,,,
90055,,,,48,High,,,
90056,62,High,27700,48,High,2.86,Low,0.02
90057,61,High,25942,48,High,8.12,High,
90058,65,High,24358,48,High,9.94,High,
90059,62,High,27850,48,High,6.77,High,
90060,,,,48,High,,,
90061,62,High,27400,48,High,6.06,High,0.07
90062,70,High,31450,48,High,5.73,Moderate,
90063,68,High,29950,48,High,5.08,Moderate,0.01
90064,61,High,24454,48,High,2.81,Low,0.21
90065,65,High,28600,48,High,3.92,Moderate,0.25
90066,60,High,25558,48,High,3.38,Moderate,0.08
90067,55,High,,48,High,2.69,Low,0.68
90068,66,High,28150,48,High,3.58,Moderate,2.32
90069,61,High,24700,,,3.29,Moderate,1.11
90070,,,,48,High,,,
90071,62,High,19750,48,High,,,2.01
90072,,,,48,High,,,
90073,77,Very High,34750,48,High,,,
90074,,,,48,High,,,
90075,,,,48,High,,,
90076,,,,48,High,,,
90077,60,High,25000,48,High,1.65,Low,18.87
90078,,,,48,High,,,
90079,,,,48,High,,,
90080,,,,48,High,,,
90081,,,,48,High,,,
90082,,,,48,High,,,
90083,,,,48,High,,,
90084,,,,48,High,,,
90086,,,,48,High,,,
90087,,,,48,High,,,
90088,,,,48,High,,,
90089,32,Moderate,1300,48,High,,,
90091,,,,48,High,,,
90093,,,,48,High,,,
90094,16,Low,,,,2.28,Low,
90095,,,,48,High,,,
90096,,,,48,High,,,
90099,,,,48,High,,,
90101,,,,48,High,,,
90103,,,,48,High,,,
90189,,,,48,High,,,
90201,62,High,24454,0,Low,6.41,High,
90209,,,,55,High,,,
90210,53,High,25654,55,High,1.91,Low,7.82
90211,56,High,27550,55,High,3.09,Moderate,1.58
90212,60,High,29350,55,High,3.14,Moderate,0.81
90213,,,,55,High,,,
90220,55,High,27700,10,Low,4.7,Moderate,0.09
90221,58,High,29200,10,Low,5.34,Moderate,0.04
90222,55,High,23950,10,Low,4.77,Moderate,0.25
90223,,,,10,Low,,,
90224,,,,10,Low,,,
90230,62,High,26020,,,3.41,Moderate,0.08
90232,62,High,27550,,,2.9,Low,0.02
90239,,,,8,Low,,,
90240,55,High,29350,8,Low,3.35,Moderate,0.03
90241,54,High,27550,8,Low,4.32,Moderate,
90242,55,High,27400,8,Low,4.38,Moderate,0.97
90245,62,High,24718,0,Low,2.44,Low,0.03
90247,60,High,25162,,,4.94,Moderate,0.01
90248,57,High,25450,,,4.46,Moderate,
90249,63,High,29350,,,4.29,Moderate,0.01
90250,52,High,25600,14,Low,4.86,Moderate,
90251,,,,14,Low,,,
90254,59,High,25450,,,2.4,Low,0.02
90255,66,High,28900,23,Moderate,5.94,Moderate,
90260,61,High,24358,,,4.2,Moderate,0.01
90262,66,High,29650,10,Low,5.17,Moderate,0.19
90265,56,High,19750,,,1.91,Low,67.34
90266,50,High,2275,0,Low,1.88,Low,0.2
90267,,,,0,Low,,,
90270,66,High,29950,3,Low,5.9,Moderate,
90272,58,High,25600,,,1.81,Low,5.56
90274,60,High,25600,,,1.64,Low,0.14
90275,68,High,23350,84,Critical,2.08,Low,0.39
90277,60,High,24850,,,2.76,Low,1.68
90278,56,High,31836,,,2.45,Low,0.04
90280,59,High,29050,0,Low,5.11,Moderate,
90290,50,High,3250,,,2.56,Low,10.74
90291,63,High,27850,,,3.06,Moderate,0.28
90292,44,Moderate,,,,2.66,Low,0.15
90293,58,High,3250,,,2.79,Low,0.13
90301,55,High,26020,18,Low,5.79,Moderate,
90302,56,High,25030,18,Low,5.03,Moderate,
90303,57,High,30790,18,Low,5.14,Moderate,0.03
90304,55,High,27700,18,Low,5.76,Moderate,
90305,60,High,40950,18,Low,4.09,Moderate,
90306,,,,18,Low,,,
90307,,,,18,Low,,,
90308,,,,18,Low,,,
90309,,,,18,Low,,,
90310,,,,18,Low,,,
90311,,,,18,Low,,,
90312,,,,18,Low,,,
90397,,,,18,Low,,,
90398,,,,18,Low,,,
90401,44,Moderate,,0,Low,3.42,Moderate,0.17
90402,63,High,27850,0,Low,1.99,Low,0.79
90403,62,High,25078,0,Low,3,Moderate,0.13
90404,60,High,2275,0,Low,4.28,Moderate,0.03
90405,63,High,25900,0,Low,3.18,Moderate,0.02
90406,,,,0,Low,,,
90407,,,,0,Low,,,
90408,,,,0,Low,,,
90409,,,,0,Low,,,
90410,,,,0,Low,,,
90411,,,,0,Low,,,
90501,61,High,24718,0,Low,3.93,Moderate,
90502,57,High,3590,0,Low,3.69,Moderate,
90503,59,High,24502,0,Low,3.05,Moderate,
90504,61,High,27850,0,Low,3.46,Moderate,0.01
90505,60,High,24502,0,Low,3.29,Moderate,0.01
90506,,,,0,Low,,,
90507,,,,0,Low,,,
90508,,,,0,Low,,,
90509,,,,0,Low,,,
90510,,,,0,Low,,,
90601,58,High,27550,4,Low,3.56,Moderate,0.01
90602,59,High,30250,4,Low,5.42,Moderate,0.1
90603,54,High,29800,4,Low,3.01,Moderate,0.02
90604,54,High,27400,4,Low,3.6,Moderate,0.01
90605,55,High,29800,4,Low,3.61,Moderate,
90606,58,High,30550,4,Low,3.84,Moderate,
90607,,,,4,Low,,,
90608,,,,4,Low,,,
90609,,,,4,Low,,,
90610,,,,4,Low,,,
90612,,,,4,Low,,,
90620,60,High,28150,0,Low,2.97,Low,0.01
90621,57,High,31764,0,Low,3.85,Moderate,0.39
90622,,,,0,Low,,,
90623,52,High,2925,0,Low,3.24,Moderate,
90624,,,,0,Low,,,
90630,58,High,2275,,,2.93,Low,0.02
90631,59,High,25150,0,Low,3.57,Moderate,0.03
90632,,,,0,Low,,,
90633,,,,0,Low,,,
90638,58,High,27550,,,3.3,Moderate,0.01
90640,63,High,26020,30,Moderate,4.87,Moderate,
90650,62,High,29500,0,Low,3.69,Moderate,0.01
90651,,,,0,Low,,,
90652,,,,0,Low,,,
90659,,,,0,Low,,,
90660,55,High,29500,42,Moderate,4.19,Moderate,0.03
90661,,,,42,Moderate,,,
90662,,,,42,Moderate,,,
90670,65,High,28000,0,Low,4.15,Moderate,
90671,,,,0,Low,,,
90680,57,High,31776,,,4.38,Moderate,0.01
90701,60,High,24766,,,3.73,Moderate,0.17
90703,59,High,3250,0,Low,2.73,Low,
90704,65,High,27700,3,Low,3.98,Moderate,0.95
90706,52,High,25510,4,Low,4.7,Moderate,0.03
90707,,,,4,Low,,,
90710,57,High,3250,,,4.7,Moderate,
90711,,,,0,Low,,,
90712,64,High,32140,0,Low,3.06,Moderate,0.03
90713,63,High,33340,0,Low,2.82,Low,
90714,,,,0,Low,,,
90715,59,High,24100,0,Low,3.84,Moderate,0.02
90716,60,High,25300,,,4.78,Moderate,0.09
90717,61,High,25900,0,Low,3.92,Moderate,0.08
90720,58,High,25660,,,2.72,Low,0.08
90723,58,High,2275,0,Low,5.14,Moderate,0.07
90731,63,High,24826,,,5.07,Moderate,0.15
90732,60,High,2275,,,3.07,Moderate,
90740,53,High,19750,0,Low,4.42,Moderate,2.85
90742,65,High,29290,,,3.06,Moderate,4.64
90743,60,High,23050,,,2.2,Low,9.23
90744,62,High,27250,,,5.93,Moderate,0.04
90745,60,High,24766,,,3.42,Moderate,0.04
90746,59,High,19750,,,3.21,Moderate,0.12
90755,55,High,,90,Critical,3.55,Moderate,0.23
90801,,,,83,Critical,,,
90802,60,High,26050,83,Critical,5.05,Moderate,0.34
90803,65,High,27550,83,Critical,3.27,Moderate,0.58
90804,61,High,25600,83,Critical,5.29,Moderate,0.41
90805,64,High,28300,83,Critical,5.31,Moderate,0.16
90806,66,High,28750,83,Critical,4.95,Moderate,0.37
90807,67,High,28600,83,Critical,3.83,Moderate,0.27
90808,65,High,31300,83,Critical,2.76,Low,0.06
90809,,,,83,Critical,,,
90810,66,High,29050,83,Critical,4.43,Moderate,0.42
90813,62,High,26380,83,Critical,7.25,High,0.57
90814,66,High,27400,83,Critical,3.72,Moderate,0.77
90815,62,High,29650,83,Critical,3.13,Moderate,0.19
90822,,,,83,Critical,,,
90831,,,,83,Critical,,,
90832,,,,83,Critical,,,
90833,,,,83,Critical,,,
90834,,,,83,Critical,,,
90835,,,,83,Critical,,,
90840,,,,83,Critical,,,
90842,,,,83,Critical,,,
90844,,,,83,Critical,,,
90846,,,,83,Critical,,,
90847,,,,83,Critical,,,
90848,,,,83,Critical,,,
90853,,,,83,Critical,,,
90899,,,,83,Critical,,,
91001,69,High,31600,0,Low,2.72,Low,0.1
91003,,,,0,Low,,,
91006,53,High,27550,38,Moderate,2.86,Low,0.01
91007,52,High,25222,38,Moderate,3.58,Moderate,0.01
91008,45,Moderate,20638,,,2.65,Low,1.37
91010,60,High,25942,,,3.71,Moderate,0.01
91011,55,High,28900,10,Low,1.65,Low,5.98
91012,,,,10,Low,,,
91016,62,High,23950,26,Moderate,3.66,Moderate,0.03
91017,,,,26,Moderate,,,
91020,59,High,25450,,,5.98,Moderate,
91024,62,High,27550,0,Low,2.58,Low,0.3
91025,,,,0,Low,,,
91030,67,High,29500,0,Low,2.84,Low,0.28
91031,,,,0,Low,,,
91040,62,High,28150,,,3.48,Moderate,0.86
91042,53,High,26020,51,High,4.46,Moderate,0.64
91043,,,,51,High,,,
91046,55,High,,,,,,0.29
91066,,,,38,Moderate,,,
91077,,,,38,Moderate,,,
91101,41,Moderate,20650,35,Moderate,3.87,Moderate,
91102,,,,35,Moderate,,,
91103,57,High,27700,35,Moderate,4.3,Moderate,0.14
91104,63,High,31000,35,Moderate,3.54,Moderate,
91105,54,High,27700,35,Moderate,2.32,Low,0.24
91106,54,High,25450,35,Moderate,4.09,Moderate,0.02
91107,57,High,29200,35,Moderate,2.92,Low,0.11
91108,79,Very High,32200,10,Low,1.96,Low,
91109,,,,35,Moderate,,,
91110,,,,35,Moderate,,,
91114,,,,35,Moderate,,,
91115,,,,35,Moderate,,,
91116,,,,35,Moderate,,,
91117,,,,35,Moderate,,,
91118,,,,10,Low,,,
91121,,,,35,Moderate,,,
91123,,,,35,Moderate,,,
91124,,,,35,Moderate,,,
91125,64,High,32500,35,Moderate,,,
91126,,,,35,Moderate,,,
91129,,,,35,Moderate,,,
91182,,,,35,Moderate,,,
91184,,,,35,Moderate,,,
91185,,,,35,Moderate,,,
91188,,,,35,Moderate,,,
91189,,,,35,Moderate,,,
91191,,,,35,Moderate,,,
91199,,,,35,Moderate,,,
91201,66,High,28450,0,Low,4.86,Moderate,0.21
91202,63,High,24826,0,Low,3.95,Moderate,0.52
91203,46,High,,0,Low,4.68,Moderate,
91204,58,High,25150,0,Low,5,Moderate,
91205,64,High,24826,0,Low,6.18,High,0.02
91206,61,High,25000,0,Low,4.2,Moderate,0.08
91207,65,High,29140,0,Low,3.37,Moderate,
91208,63,High,27250,0,Low,2.78,Low,0.33
91209,,,,0,Low,,,
91210,17,Low,,0,Low,3.55,Moderate,
91214,64,High,28750,0,Low,2.77,Low,0.21
91221,,,,0,Low,,,
91222,,,,0,Low,,,
91224,,,,0,Low,,,
91225,,,,0,Low,,,
91226,,,,0,Low,,,
91301,47,High,,20,Moderate,2.18,Low,9.45
91302,45,Moderate,,0,Low,2.18,Low,3.78
91303,45,Moderate,,,,4.79,Moderate,
91304,57,High,2925,,,4.43,Moderate,0.32
91306,59,High,26260,,,4.1,Moderate,
91307,58,High,24790,,,2.68,Low,0.87
91310,,,,3,Low,,,
91311,58,High,31500,,,3.1,Moderate,0.2
91316,83,Very High,25000,89,Critical,4.01,Moderate,1.41
91320,45,Moderate,19750,,,2.42,Low,0.38
91321,47,High,19750,0,Low,3.91,Moderate,0.19
91322,,,,0,Low,,,
91324,55,High,24250,,,3.65,Moderate,0.03
91325,57,High,24400,,,3.94,Moderate,0.06
91326,45,Moderate,19750,,,2.45,Low,0.15
91330,62,High,34750,,,,,
91331,60,High,28150,,,4.44,Moderate,0.01
91335,59,High,24826,,,4.72,Moderate,0.01
91340,55,High,28450,0,Low,4.61,Moderate,0.04
91341,,,,0,Low,,,
91342,48,High,20722,,,3.82,Moderate,0.11
91343,57,High,25000,,,4.46,Moderate,0.04
91344,60,High,25660,,,3.12,Moderate,0.17
91345,60,High,28600,,,3.78,Moderate,
91350,41,Moderate,1625,58,High,2.69,Low,0.03
91351,45,Moderate,,,,3.23,Moderate,0.38
91352,62,High,23950,,,4.88,Moderate,0.26
91354,28,Moderate,,89,Critical,2.45,Low,
91355,52,High,325,89,Critical,3.33,Moderate,0.03
91356,59,High,2925,,,3.31,Moderate,1.51
91358,,,,0,Low,,,
91359,,,,0,Low,,,
91360,58,High,2925,0,Low,3.12,Moderate,0.26
91361,57,High,19750,0,Low,2.76,Low,0.58
91362,45,Moderate,,0,Low,2.54,Low,0.15
91363,,,,0,Low,,,
91364,58,High,24700,,,2.71,Low,2.2
91367,55,High,31500,,,3.32,Moderate,0.66
91372,,,,0,Low,,,
91376,,,,20,Moderate,,,
91377,43,Moderate,650,,,2.27,Low,0.8
91380,,,,58,High,,,
91381,17,Low,,,,2.48,Low,
91382,,,,58,High,,,
91383,,,,58,High,,,
91384,24,Moderate,,3,Low,2.81,Low,0.1
91385,,,,89,Critical,,,
91387,32,Moderate,1625,,,3.19,Moderate,1.45
91390,42,Moderate,1300,58,High,2.53,Low,1
91401,60,High,25654,,,4.8,Moderate,0.07
91402,59,High,3590,,,6.47,High,0.11
91403,58,High,2275,,,3.19,Moderate,2.9
91405,58,High,3590,,,5.95,Moderate,0.11
91406,59,High,25654,,,4.75,Moderate,0.02
91411,58,High,3590,,,4.7,Moderate,0.01
91416,,,,89,Critical,,,
91423,60,High,25750,,,3.25,Moderate,1.03
91426,,,,89,Critical,,,
91436,82,Very High,24358,89,Critical,2.08,Low,5.19
91501,60,High,25450,27,Moderate,4.27,Moderate,0.38
91502,48,High,19750,27,Moderate,5.93,Moderate,
91503,,,,27,Moderate,,,
91504,61,High,27700,27,Moderate,3.53,Moderate,0.14
91505,66,High,29500,27,Moderate,3.43,Moderate,0.12
91506,67,High,29800,27,Moderate,3.4,Moderate,
91507,,,,27,Moderate,,,
91508,,,,27,Moderate,,,
91510,,,,27,Moderate,,,
91521,,,,27,Moderate,,,
91522,,,,27,Moderate,,,
91523,,,,27,Moderate,,,
91526,,,,27,Moderate,,,
91601,49,High,20542,,,4.7,Moderate,0.01
91602,50,High,3590,,,3.72,Moderate,0.25
91604,57,High,2925,,,2.58,Low,1.46
91605,60,High,25162,,,5.65,Moderate,0.25
91606,63,High,24358,,,5.45,Moderate,
91607,60,High,25798,,,4.29,Moderate,0.03
91608,64,High,32740,,,,,
91701,47,High,,23,Moderate,3.21,Moderate,0.11
91702,59,High,25426,46,High,4.16,Moderate,0.07
91706,53,High,24826,37,Moderate,4.59,Moderate,0.06
91708,24,Moderate,,73,Critical,3.5,Moderate,
91709,24,Moderate,,0,Low,2.97,Low,
91710,55,High,19750,73,Critical,3.5,Moderate,
91711,60,High,25300,6,Low,2.99,Low,0.02
91722,61,High,28150,8,Low,3.72,Moderate,
91723,61,High,23866,8,Low,4.17,Moderate,
91724,58,High,24400,8,Low,3.57,Moderate,0.42
91729,,,,23,Moderate,,,
91730,34,Moderate,975,23,Moderate,4.07,Moderate,0.01
91731,53,High,25426,42,Moderate,5.99,Moderate,
91732,52,High,25450,42,Moderate,5.43,Moderate,
91733,60,High,27400,,,5.42,Moderate,0.01
91734,,,,42,Moderate,,,
91735,,,,42,Moderate,,,
91737,44,Moderate,650,23,Moderate,3.12,Moderate,0.07
91739,19,Low,,23,Moderate,2.58,Low,0.08
91740,67,High,24766,12,Low,3.69,Moderate,
91741,68,High,26020,12,Low,2.87,Low,0.65
91744,60,High,28750,3,Low,3.93,Moderate,
91745,60,High,23500,,,3.42,Moderate,0.09
91746,62,High,29650,3,Low,4.29,Moderate,
91747,,,,3,Low,,,
91748,56,High,19750,0,Low,4.37,Moderate,0.04
91749,,,,3,Low,,,
91750,65,High,19750,38,Moderate,3.48,Moderate,0.03
91752,35,Moderate,1625,,,3.21,Moderate,0.08
91754,55,High,27550,38,Moderate,4.45,Moderate,0.05
91755,53,High,25600,38,Moderate,4.9,Moderate,
91756,,,,38,Moderate,,,
91758,,,,0,Low,,,
91759,64,High,40950,,,3.07,Moderate,0.09
91761,37,Moderate,,0,Low,3.74,Moderate,
91762,50,High,2925,0,Low,4.78,Moderate,0.02
91763,56,High,24400,0,Low,4.69,Moderate,
91764,41,Moderate,20830,0,Low,4.82,Moderate,0.02
91765,56,High,19750,,,3.48,Moderate,0.01
91766,58,High,3590,56,High,4.69,Moderate,0.04
91767,59,High,25780,56,High,4.54,Moderate,
91768,61,High,27400,56,High,4.78,Moderate,0.05
91769,,,,56,High,,,
91770,62,High,27400,35,Moderate,4.94,Moderate,
91771,,,,35,Moderate,,,
91772,,,,35,Moderate,,,
91773,57,High,19750,4,Low,3.44,Moderate,0.01
91775,65,High,28900,,,3.21,Moderate,0.04
91776,62,High,24454,,,4.56,Moderate,0.01
91780,61,High,28150,,,3.58,Moderate,
91784,39,Moderate,,0,Low,2.32,Low,0.17
91785,,,,0,Low,,,
91786,49,High,31500,0,Low,4.19,Moderate,0.01
91788,,,,0,Low,,,
91789,55,High,,0,Low,2.9,Low,
91790,60,High,28900,3,Low,3.64,Moderate,
91791,57,High,25558,3,Low,3.63,Moderate,0.11
91792,59,High,19750,3,Low,3.78,Moderate,
91793,,,,3,Low,,,
91795,,,,0,Low,,,
91797,,,,56,High,,,
91798,,,,0,Low,,,
91801,54,High,26050,0,Low,4.26,Moderate,0.01
91802,,,,0,Low,,,
91803,59,High,29350,0,Low,4.31,Moderate,0.05
91804,,,,0,Low,,,
91841,,,,0,Low,,,
91896,,,,0,Low,,,
91899,,,,0,Low,,,
91901,35,Moderate,975,100,Critical,3.13,Moderate,0.08
91902,65,High,19750,65,High,2.99,Low,0.5
91903,,,,100,Critical,,,
91905,48,High,,,,5.17,Moderate,
91906,55,High,21190,69,High,6.22,High,
91908,,,,65,High,,,
91909,,,,0,Low,,,
91910,56,High,3250,0,Low,4.16,Moderate,0.17
91911,57,High,3590,0,Low,4.59,Moderate,0.01
91912,,,,0,Low,,,
91913,19,Low,,0,Low,2.82,Low,
91914,16,Low,,0,Low,2.22,Low,
91915,16,Low,,0,Low,2.64,Low,
91916,47,High,,,,3.29,Moderate,
91917,53,High,21046,,,2.31,Low,0.83
91921,,,,0,Low,,,
91931,70,High,,95,Critical,7.32,High,
91932,50,High,2925,36,Moderate,4.61,Moderate,0.39
91933,,,,36,Moderate,,,
91934,69,High,27250,6,Low,7.17,High,
91935,45,Moderate,,90,Critical,2.62,Low,
91941,60,High,25150,0,Low,3.27,Moderate,0.16
91942,59,High,2275,0,Low,4.48,Moderate,0.43
91943,,,,0,Low,,,
91944,,,,0,Low,,,
91945,59,High,26050,,,4.59,Moderate,0.42
91948,59,High,,,,,,
91950,60,High,25300,,,5.71,Moderate,5.42
91962,85,Very High,2925,91,Critical,2.6,Low,0.16
91963,22,Moderate,,100,Critical,14.46,Severe,
91976,,,,26,Moderate,,,
91977,57,High,31500,26,Moderate,3.94,Moderate,1.37
91978,47,High,19750,26,Moderate,3.27,Moderate,0.14
91979,,,,26,Moderate,,,
91980,62,High,31500,,,,,
91990,,,,100,Critical,,,
92003,33,Moderate,1300,,,3.3,Moderate,
92004,43,Moderate,325,33,Moderate,5.09,Moderate,12.87
92007,56,High,19750,,,2.21,Low,2.16
92008,41,Moderate,19750,0,Low,3.46,Moderate,0.19
92009,25,Moderate,,0,Low,2.25,Low,0.06
92010,25,Moderate,1950,0,Low,3.02,Moderate,0.06
92011,23,Moderate,,0,Low,2.35,Low,
92013,,,,0,Low,,,
92014,57,High,19750,27,Moderate,1.87,Low,5.35
92018,,,,0,Low,,,
92019,46,High,,,,3.67,Moderate,0.56
92020,59,High,2925,,,5,Moderate,0.09
92021,56,High,19750,,,5.21,Moderate,0.66
92023,,,,18,Low,,,
92024,47,High,19750,18,Low,2.44,Low,0.57
92025,41,Moderate,19750,15,Low,5.08,Moderate,0.23
92026,38,Moderate,,15,Low,3.75,Moderate,0.27
92027,41,Moderate,19750,15,Low,4.23,Moderate,0.06
92028,37,Moderate,325,0,Low,3.56,Moderate,0.99
92029,37,Moderate,325,15,Low,3.04,Moderate,0.17
92030,,,,15,Low,,,
92033,,,,15,Low,,,
92036,63,High,19750,90,Critical,5.07,Moderate,
92037,58,High,31764,,,2.57,Low,2.26
92040,55,High,19750,37,Moderate,3.52,Moderate,1.21
92046,,,,15,Low,,,
92049,,,,0,Low,,,
92051,,,,0,Low,,,
92052,,,,0,Low,,,
92054,57,High,20506,0,Low,4.73,Moderate,2.58
92055,,,,19,Low,,,
92056,43,Moderate,650,0,Low,3.55,Moderate,0.02
92057,34,Moderate,1300,0,Low,3.42,Moderate,0.03
92058,32,Moderate,,0,Low,5.03,Moderate,0.74
92059,34,Moderate,,,,3.78,Moderate,
92060,68,High,20758,40,Moderate,2.42,Low,
92061,55,High,19750,48,High,3.94,Moderate,1.05
92064,40,Moderate,19750,10,Low,2.53,Low,1.47
92065,44,Moderate,325,90,Critical,3.02,Moderate,1.14
92066,48,High,,,,8.37,High,
92067,28,Moderate,1300,0,Low,1.53,Low,1.03
92069,28,Moderate,975,85,Critical,3.92,Moderate,0.57
92070,48,High,21478,48,High,4.35,Moderate,
92071,48,High,19750,90,Critical,3.45,Moderate,0.19
92072,,,,90,Critical,,,
92074,,,,10,Low,,,
92075,58,High,19750,,,2.49,Low,2.39
92078,23,Moderate,,85,Critical,3.17,Moderate,
92079,,,,85,Critical,,,
92081,26,Moderate,1300,0,Low,3.55,Moderate,0.06
92082,52,High,325,0,Low,3.07,Moderate,0.04
92083,40,Moderate,,0,Low,4.41,Moderate,0.06
92084,49,High,19750,0,Low,3.74,Moderate,0.13
92085,,,,0,Low,,,
92086,56,High,,22,Moderate,5.34,Moderate,
92088,,,,0,Low,,,
92091,36,Moderate,650,0,Low,4.2,Moderate,0.2
92096,,,,85,Critical,,,
92101,40,Moderate,,90,Critical,4.03,Moderate,0.34
92102,79,Very High,27550,90,Critical,5.11,Moderate,0.6
